UF;ENTE;NR CRP;DATA DE EMISSÃO;DATA DE VALIDADE;CRP JUDICIAL;TIPO DE REGIME;SITUAÇÃO DO CRP
SP;Cordeirópolis;986349-186748;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
SP;Coroados;986351-184833;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Coronel Macedo;986353-184898;10/04/2020;07/10/2020;NÃO;RPPS;VÁLIDO
SP;Corumbataí;986355-186778;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Cosmópolis;986357-184447;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Cosmorama;986359-183690;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Cotia;986361-185177;22/04/2020;19/10/2020;NÃO;RPPS;VÁLIDO
SP;Cravinhos;986363-187691;27/07/2020;23/01/2021;NÃO;RPPS;VÁLIDO
SP;Cristais Paulista;986365-184507;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Cruzália;986367-184385;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Cruzeiro;986369-184500;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Cubatão;986371-120429;10/02/2014;09/08/2014;NÃO;RPPS;VENCIDO
SP;Cunha;986373-184532;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Descalvado;986375-188676;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
SP;Diadema;986377-167124;24/07/2018;20/01/2019;NÃO;RPPS;VENCIDO
SP;Dirce Reis;987249-173910;29/03/2019;25/09/2019;NÃO;RPPS;VENCIDO
SP;Divinolândia;986379-176659;25/06/2019;22/12/2019;NÃO;RPPS;VENCIDO
SP;Dobrada;986381-187292;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Dois Córregos;986383-186025;21/05/2020;17/11/2020;SIM;RPPS em extincao;VÁLIDO
SP;Dolcinópolis;986385-187824;30/07/2020;26/01/2021;NÃO;RGPS;VÁLIDO
SP;Dourado;986387-187676;24/07/2020;20/01/2021;NÃO;RGPS;VÁLIDO
SP;Dracena;986389-185440;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Duartina;986391-187333;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Dumont;986393-184635;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Echaporã;986395-185231;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Eldorado;986397-185273;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Elias Fausto;986399-186453;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Elisiário;982975-184067;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
SP;Embaúba;987251-187798;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SP;Embu das Artes;986401-183238;20/02/2020;18/08/2020;NÃO;RPPS;VENCIDO
SP;Embu-Guaçu;986403-183654;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SP;Emilianópolis;982961-184367;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Engenheiro Coelho;982949-185636;06/05/2020;02/11/2020;SIM;RPPS;VÁLIDO
SP;Espírito Santo do Pinhal;986865-184488;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Espírito Santo do Turvo;987253-185243;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Estância Climática de Campos Novos Paulista;986297-188622;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
SP;Estância de Socorro;987143-186224;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Estiva Gerbi;982959-184352;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Estrela d'Oeste;986405-184091;24/03/2020;20/09/2020;NÃO;RPPS;VÁLIDO
SP;Estrela do Norte;986407-184777;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Euclides da Cunha Paulista;987255-185426;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Fartura;986409-184608;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Fernando Prestes;986413-185993;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Fernandópolis;986411-184927;11/04/2020;08/10/2020;NÃO;RPPS;VÁLIDO
SP;Fernão;980796-188132;10/08/2020;06/02/2021;NÃO;RPPS;VÁLIDO
SP;Ferraz de Vasconcelos;986415-184990;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Flora Rica;986417-184781;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Floreal;986419-185688;12/05/2020;08/11/2020;NÃO;RPPS;VÁLIDO
SP;Flórida Paulista;986421-185137;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
SP;Florínea;986423-183620;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SP;Franca;986425-188205;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Francisco Morato;986427-186076;22/05/2020;18/11/2020;SIM;RPPS;VÁLIDO
SP;Franco da Rocha;986429-184020;19/03/2020;15/09/2020;NÃO;RPPS;VENCIDO
SP;Gabriel Monteiro;986431-184465;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Gália;986433-184581;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Garça;986435-183018;11/02/2020;09/08/2020;NÃO;RPPS;VENCIDO
SP;Gastão Vidigal;986437-185521;05/05/2020;01/11/2020;NÃO;RPPS;VÁLIDO
SP;Gavião Peixoto;980798-185640;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
SP;General Salgado;986439-186010;20/05/2020;16/11/2020;SIM;RPPS;VÁLIDO
SP;Getulina;986441-188281;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Glicério;986443-184803;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Governo do Estado de São Paulo;954001-188549;28/08/2020;24/02/2021;SIM;RPPS;VÁLIDO
SP;Guaiçara;986445-185245;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Guaimbê;986447-186243;27/05/2020;23/11/2020;NÃO;RPPS;VÁLIDO
SP;Guaíra;986449-183878;13/03/2020;09/09/2020;NÃO;RPPS;VENCIDO
SP;Guapiaçu;986451-183993;17/03/2020;13/09/2020;NÃO;RPPS;VENCIDO
SP;Guapiara;986453-186186;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Guará;986455-188450;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SP;Guaraçaí;986457-186982;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SP;Guaraci;986459-187690;27/07/2020;23/01/2021;NÃO;RPPS;VÁLIDO
SP;Guarani d'Oeste;986461-185810;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
SP;Guarantã;986463-184801;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Guararapes;986465-184547;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Guararema;986467-183788;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
SP;Guaratinguetá;986469-188162;13/08/2020;09/02/2021;NÃO;RGPS;VÁLIDO
SP;Guareí;986471-186211;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Guariba;986473-187304;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Guarujá;986475-186625;13/06/2020;10/12/2020;NÃO;RPPS;VÁLIDO
SP;Guarulhos;986477-186877;22/06/2020;19/12/2020;NÃO;RPPS;VÁLIDO
SP;Guatapará;987257-186188;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Guzolândia;986479-187932;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Herculândia;986481-186196;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Holambra;982953-187898;05/08/2020;01/02/2021;NÃO;RPPS;VÁLIDO
SP;Hortolândia;982951-186680;13/06/2020;10/12/2020;NÃO;RPPS;VÁLIDO
SP;Iacanga;986483-183909;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
SP;Iacri;986485-186931;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
SP;Iaras;987259-185220;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Ibaté;986487-80066;18/09/2009;17/03/2010;NÃO;RPPS em extincao;VENCIDO
SP;Ibirá;986489-185075;16/04/2020;13/10/2020;NÃO;RGPS;VÁLIDO
SP;Ibirarema;986491-188456;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SP;Ibitinga;986493-188294;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Ibiúna;986495-185329;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
SP;Icém;986497-185961;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Iepê;986499-187013;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SP;Igaraçu do Tietê;986501-186265;30/05/2020;26/11/2020;NÃO;RPPS;VÁLIDO
SP;Igarapava;986503-184999;12/04/2020;09/10/2020;SIM;RPPS;VÁLIDO
SP;Igaratá;986505-184506;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Iguape;986507-183692;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Ilha Comprida;982969-188124;08/08/2020;04/02/2021;NÃO;RGPS;VÁLIDO
SP;Ilha Solteira;982943-185089;17/04/2020;14/10/2020;NÃO;RPPS;VÁLIDO
SP;Ilhabela;986509-188530;24/08/2020;20/02/2021;NÃO;RPPS;VÁLIDO
SP;Indaiatuba;986511-187242;05/07/2020;01/01/2021;NÃO;RPPS;VÁLIDO
SP;Indiana;986513-188183;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Indiaporã;986515-187683;24/07/2020;20/01/2021;NÃO;RGPS;VÁLIDO
SP;Inúbia Paulista;986517-184548;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Ipauçu (antigo Ipaussu);986519-186973;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SP;Iperó;986521-184350;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Ipeúna;986523-185209;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Ipiguá;980800-184271;31/03/2020;27/09/2020;NÃO;RPPS;VÁLIDO
SP;Iporanga;986525-188307;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Ipuã;986527-188561;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
SP;Iracemápolis;986529-184728;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Irapuã;986531-188515;23/08/2020;19/02/2021;NÃO;RGPS;VÁLIDO
SP;Irapuru;986533-186214;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Itaberá;986535-184590;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Itaí;986537-184018;19/03/2020;15/09/2020;NÃO;RPPS;VENCIDO
SP;Itajobi;986539-186557;12/06/2020;09/12/2020;SIM;RPPS;VÁLIDO
SP;Itaju;986541-187283;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Itanhaém;986543-188672;30/08/2020;26/02/2021;SIM;RPPS;VÁLIDO
SP;Itaóca;983053-186914;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
SP;Itapecerica da Serra;986545-188557;28/08/2020;24/02/2021;NÃO;RPPS;VÁLIDO
SP;Itapetininga;986547-183880;13/03/2020;09/09/2020;SIM;RPPS;VENCIDO
SP;Itapeva;986549-185677;11/05/2020;07/11/2020;NÃO;RPPS;VÁLIDO
SP;Itapevi;986551-184267;31/03/2020;27/09/2020;NÃO;RPPS;VÁLIDO
SP;Itapira;986553-185878;18/05/2020;14/11/2020;NÃO;RPPS;VÁLIDO
SP;Itapirapuã Paulista;983055-187111;02/07/2020;29/12/2020;NÃO;RGPS;VÁLIDO
SP;Itápolis;986555-183754;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
SP;Itaporanga;986557-186145;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Itapuí;986559-184679;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Itapura;986561-115266;25/07/2013;21/01/2014;NÃO;RPPS;VENCIDO
SP;Itaquaquecetuba;986563-172823;15/02/2019;14/08/2019;NÃO;RPPS;VENCIDO
SP;Itararé;986565-185898;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
SP;Itariri;986567-185121;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
SP;Itatiba;986569-186814;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Itatinga;986571-183877;13/03/2020;09/09/2020;NÃO;RPPS;VENCIDO
SP;Itirapina;986573-186800;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Itirapuã;986575-184264;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
SP;Itobi;986577-187004;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SP;Itu;986579-183220;19/02/2020;17/08/2020;SIM;RPPS;VENCIDO
SP;Itupeva;986581-184046;22/03/2020;18/09/2020;NÃO;RPPS;VÁLIDO
SP;Ituverava;986583-185163;18/04/2020;15/10/2020;SIM;RPPS;VÁLIDO
SP;Jaborandi;986585-185335;24/04/2020;21/10/2020;NÃO;RPPS;VÁLIDO
SP;Jaboticabal;986587-186238;27/05/2020;23/11/2020;SIM;RPPS;VÁLIDO
SP;Jacareí;986589-184034;20/03/2020;16/09/2020;SIM;RPPS;VÁLIDO
SP;Jaci;986591-186837;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Jacupiranga;986593-183693;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Jaguariúna;986595-186492;06/06/2020;03/12/2020;NÃO;RPPS;VÁLIDO
SP;Jales;986597-184012;19/03/2020;15/09/2020;NÃO;RPPS;VENCIDO
SP;Jambeiro;986599-186831;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Jandira;986601-186244;28/05/2020;24/11/2020;NÃO;RPPS;VÁLIDO
SP;Jardinópolis;986603-187537;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Jarinu;986605-184586;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Jaú;986607-186614;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
SP;Jeriquara;986609-184563;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Joanópolis;986611-187316;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;João Ramalho;986613-186512;07/06/2020;04/12/2020;NÃO;RPPS;VÁLIDO
SP;José Bonifácio;986615-187815;30/07/2020;26/01/2021;NÃO;RGPS;VÁLIDO
SP;Júlio Mesquita;986617-94572;17/03/2011;13/09/2011;NÃO;RPPS;VENCIDO
SP;Jumirim;980802-184009;18/03/2020;14/09/2020;NÃO;RPPS;VENCIDO
SP;Jundiaí;986619-187605;18/07/2020;14/01/2021;NÃO;RPPS;VÁLIDO
SP;Junqueirópolis;986621-188241;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Juquiá;986623-184678;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Juquitiba;986625-184968;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Lagoinha;986627-187944;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Laranjal Paulista;986629-185384;28/04/2020;25/10/2020;NÃO;RGPS;VÁLIDO
SP;Lavínia;986631-187680;24/07/2020;20/01/2021;NÃO;RPPS;VÁLIDO
SP;Lavrinhas;986633-186369;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Leme;986635-185337;24/04/2020;21/10/2020;NÃO;RPPS;VÁLIDO
SP;Lençóis Paulista;986637-186869;22/06/2020;19/12/2020;NÃO;RPPS;VÁLIDO
SP;Limeira;986639-185057;15/04/2020;12/10/2020;NÃO;RPPS;VÁLIDO
SP;Lindóia;986641-186658;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
SP;Lins;986643-185719;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
SP;Lorena;986645-187142;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
SP;Lourdes;982937-185369;27/04/2020;24/10/2020;NÃO;RGPS;VÁLIDO
SP;Louveira;986647-185651;07/05/2020;03/11/2020;NÃO;RPPS;VÁLIDO
SP;Lucélia;986649-186450;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Lucianópolis;986651-185418;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Luiz Antônio;986653-184285;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
SP;Luiziânia;986655-186159;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Lupércio;986657-185813;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
SP;Lutécia;986659-186956;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SP;Macatuba;986661-187639;22/07/2020;18/01/2021;NÃO;RPPS;VÁLIDO
SP;Macaubal;986663-187477;14/07/2020;10/01/2021;NÃO;RPPS;VÁLIDO
SP;Macedônia;986665-186392;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Magda;986667-178810;14/09/2019;12/03/2020;NÃO;RPPS;VENCIDO
SP;Mairinque;986669-187903;05/08/2020;01/02/2021;NÃO;RGPS;VÁLIDO
SP;Mairiporã;986671-183036;13/02/2020;11/08/2020;NÃO;RPPS;VENCIDO
SP;Manduri;986673-186572;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
SP;Marabá Paulista;986675-184479;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Maracaí;986677-187204;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
SP;Marapoama;982977-185023;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Mariápolis;986679-185869;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
SP;Marília;986681-186472;03/06/2020;30/11/2020;SIM;RPPS;VÁLIDO
SP;Marinópolis;986683-185482;01/05/2020;28/10/2020;NÃO;RPPS;VÁLIDO
SP;Martinópolis;986685-184931;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Matão;986687-187649;22/07/2020;18/01/2021;NÃO;RGPS;VÁLIDO
SP;Mauá;986689-184358;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Mendonça;986691-186037;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
SP;Meridiano;986693-186559;12/06/2020;09/12/2020;NÃO;RPPS;VÁLIDO
SP;Mesópolis;982983-186861;19/06/2020;16/12/2020;NÃO;RPPS;VÁLIDO
SP;Miguelópolis;986695-183030;12/02/2020;10/08/2020;NÃO;RPPS;VENCIDO
SP;Mineiros do Tietê;986697-185224;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Mira Estrela;986701-187607;18/07/2020;14/01/2021;NÃO;RPPS;VÁLIDO
SP;Miracatu;986699-184362;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Mirandópolis;986703-182380;17/01/2020;15/07/2020;NÃO;RPPS;VENCIDO
SP;Mirante do Paranapanema;986705-185840;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
SP;Mirassol;986707-183800;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
SP;Mirassolândia;986709-184941;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Mococa;986711-184997;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Mogi das Cruzes;986713-188160;13/08/2020;09/02/2021;NÃO;RPPS;VÁLIDO
SP;Mogi Guaçu;986715-184263;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
SP;Mogi Mirim;986717-187527;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Mombuca;986719-183625;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SP;Monções;986721-184146;28/03/2020;24/09/2020;NÃO;RPPS;VÁLIDO
SP;Mongaguá;986723-184071;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
SP;Monte Alegre do Sul;986725-185621;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
SP;Monte Alto;986727-185410;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Monte Aprazível;986729-184572;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Monte Azul Paulista;986731-184796;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Monte Castelo;986733-170816;30/11/2018;29/05/2019;NÃO;RPPS;VENCIDO
SP;Monte Mor;986737-185937;19/05/2020;15/11/2020;NÃO;RPPS;VÁLIDO
SP;Monteiro Lobato;986735-184243;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
SP;Morro Agudo;986739-186317;31/05/2020;27/11/2020;SIM;RPPS;VÁLIDO
SP;Morungaba;986741-185934;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Motuca;987263-186736;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
SP;Murutinga do Sul;986743-187988;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Nantes;980804-184545;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Narandiba;986745-186133;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Natividade da Serra;986747-186215;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Nazaré Paulista;986749-185954;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Neves Paulista;986751-120890;26/02/2014;25/08/2014;NÃO;RPPS;VENCIDO
SP;Nhandeara;986753-184711;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Nipoã;986755-187822;30/07/2020;26/01/2021;NÃO;RGPS;VÁLIDO
SP;Nova Aliança;986757-185247;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Nova Campina;983061-185593;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SP;Nova Canaã Paulista;982985-183923;14/03/2020;10/09/2020;NÃO;RPPS;VENCIDO
SP;Nova Castilho;980806-186938;23/06/2020;20/12/2020;NÃO;RPPS;VÁLIDO
SP;Nova Europa;986759-187348;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Nova Granada;986761-187419;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
SP;Nova Guataporanga;986763-186155;26/05/2020;22/11/2020;NÃO;RPPS;VÁLIDO
SP;Nova Independência;986765-185469;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Nova Luzitânia;986767-184022;19/03/2020;15/09/2020;NÃO;RPPS;VENCIDO
SP;Nova Odessa;986769-183647;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SP;Novais;982979-184766;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Novo Horizonte;986771-184916;11/04/2020;08/10/2020;NÃO;RGPS;VÁLIDO
SP;Nuporanga;986773-184744;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Ocauçu;986775-186000;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Óleo;986777-184732;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Olímpia;986779-186890;23/06/2020;20/12/2020;NÃO;RPPS;VÁLIDO
SP;Onda Verde;986781-161620;02/01/2018;01/07/2018;NÃO;RPPS;VENCIDO
SP;Oriente;986783-185097;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
SP;Orindiúva;986785-187679;24/07/2020;20/01/2021;NÃO;RPPS;VÁLIDO
SP;Orlândia;986787-187724;28/07/2020;24/01/2021;NÃO;RPPS;VÁLIDO
SP;Osasco;986789-183812;11/03/2020;07/09/2020;NÃO;RPPS;VENCIDO
SP;Oscar Bressane;986791-185234;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Osvaldo Cruz;986793-187228;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
SP;Ourinhos;986795-186251;28/05/2020;24/11/2020;SIM;RPPS;VÁLIDO
SP;Ouro Verde;986797-184308;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
SP;Ouroeste;980808-183807;11/03/2020;07/09/2020;NÃO;RPPS;VENCIDO
SP;Pacaembu;986799-184785;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Palestina;986801-184499;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Palmares Paulista;986803-184996;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Palmeira d'Oeste;986805-168177;03/09/2018;02/03/2019;NÃO;RPPS;VENCIDO
SP;Palmital;986807-184258;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
SP;Panorama;986809-184189;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
SP;Paraguaçu Paulista;986811-186234;27/05/2020;23/11/2020;NÃO;RPPS;VÁLIDO
SP;Paraibuna;986813-187486;15/07/2020;11/01/2021;NÃO;RPPS;VÁLIDO
SP;Paraíso;986815-185069;16/04/2020;13/10/2020;NÃO;RPPS;VÁLIDO
SP;Paranapanema;986817-187430;10/07/2020;06/01/2021;NÃO;RPPS;VÁLIDO
SP;Paranapuã;986819-173871;26/03/2019;22/09/2019;NÃO;RPPS;VENCIDO
SP;Parapuã;986821-187989;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Pardinho;986823-187397;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
SP;Pariquera-Açu;986825-185622;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
SP;Parisi;982989-186917;23/06/2020;20/12/2020;NÃO;RPPS;VÁLIDO
SP;Patrocínio Paulista;986827-186400;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Paulicéia;986829-184832;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Paulínia;986831-184869;05/04/2020;02/10/2020;SIM;RPPS;VÁLIDO
SP;Paulistânia;980810-185213;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Paulo de Faria;986833-187622;20/07/2020;16/01/2021;NÃO;RPPS;VÁLIDO
SP;Pederneiras;986835-187516;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Pedra Bela;986837-185987;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Pedranópolis;986839-188685;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
SP;Pedregulho;986841-187997;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Pedreira;986843-188305;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Pedrinhas Paulista;982963-184306;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
SP;Pedro de Toledo;986845-184493;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Penápolis;986847-186127;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Pereira Barreto;986849-184617;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Pereiras;986851-187954;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Peruíbe;986853-185695;13/05/2020;09/11/2020;SIM;RPPS;VÁLIDO
