UF;ENTE;NR CRP;DATA DE EMISSÃO;DATA DE VALIDADE;CRP JUDICIAL;TIPO DE REGIME;SITUAÇÃO DO CRP
SC;Rio Negrinho;988295-186547;10/06/2020;07/12/2020;SIM;RPPS;VÁLIDO
SC;Rio Rufino;985571-187846;31/07/2020;27/01/2021;NÃO;RGPS;VÁLIDO
SC;Riqueza;985749-187558;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SC;Rodeio;988297-187602;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SC;Romelândia;988299-187882;04/08/2020;31/01/2021;NÃO;RGPS;VÁLIDO
SC;Salete;988301-183609;04/03/2020;31/08/2020;NÃO;RPPS;VENCIDO
SC;Saltinho;980936-183665;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SC;Salto Veloso;988303-185522;05/05/2020;01/11/2020;NÃO;RPPS;VÁLIDO
SC;Sangão;985547-187029;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SC;Santa Cecília;988305-188617;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
SC;Santa Helena;985751-186336;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SC;Santa Rosa de Lima;988307-186508;06/06/2020;03/12/2020;NÃO;RGPS;VÁLIDO
SC;Santa Rosa do Sul;989967-185506;02/05/2020;29/10/2020;NÃO;RGPS;VÁLIDO
SC;Santa Terezinha;985555-184858;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SC;Santa Terezinha do Progresso;980938-185731;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
SC;Santiago do Sul;980940-186403;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SC;Santo Amaro da Imperatriz;988309-186696;15/06/2020;12/12/2020;NÃO;RPPS;VÁLIDO
SC;São Bento do Sul;988311-185372;28/04/2020;25/10/2020;NÃO;RPPS;VÁLIDO
SC;São Bernardino;980942-187021;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SC;São Bonifácio;988313-187700;27/07/2020;23/01/2021;NÃO;RGPS;VÁLIDO
SC;São Carlos;988315-188698;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
SC;São Cristovão do Sul;985573-176174;08/06/2019;05/12/2019;NÃO;RPPS;VENCIDO
SC;São Domingos;988317-188237;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SC;São Francisco do Sul;988319-184109;25/03/2020;21/09/2020;NÃO;RPPS;VÁLIDO
SC;São João Batista;988321-188140;11/08/2020;07/02/2021;NÃO;RPPS;VÁLIDO
SC;São João do Itaperiú;985551-187500;16/07/2020;12/01/2021;NÃO;RGPS;VÁLIDO
SC;São João do Oeste;985753-184855;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SC;São João do Sul;988323-185462;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SC;São Joaquim;988325-188411;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SC;São José;988327-186233;27/05/2020;23/11/2020;NÃO;RPPS;VÁLIDO
SC;São José do Cedro;988329-184134;26/03/2020;22/09/2020;NÃO;RGPS;VÁLIDO
SC;São José do Cerrito;988331-185233;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SC;São Lourenço do Oeste;988333-188531;25/08/2020;21/02/2021;NÃO;RGPS;VÁLIDO
SC;São Ludgero;988335-187117;02/07/2020;29/12/2020;NÃO;RGPS;VÁLIDO
SC;São Martinho;988337-184056;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
SC;São Miguel da Boa Vista;985755-186126;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SC;São Miguel do Oeste;988339-184281;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
SC;São Pedro de Alcântara;980944-184052;23/03/2020;19/09/2020;NÃO;RPPS;VÁLIDO
SC;Saudades;988341-187836;31/07/2020;27/01/2021;NÃO;RGPS;VÁLIDO
SC;Schroeder;988343-185199;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SC;Seara;988345-188370;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SC;Serra Alta;989989-185134;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
SC;Siderópolis;988347-187921;06/08/2020;02/02/2021;NÃO;RGPS;VÁLIDO
SC;Sombrio;988349-183826;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
SC;Sul Brasil;985595-185739;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
SC;Taió;988351-185062;15/04/2020;12/10/2020;NÃO;RPPS;VÁLIDO
SC;Tangará;988353-183674;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SC;Tigrinhos;980946-188673;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
SC;Tijucas;988355-184141;27/03/2020;23/09/2020;SIM;RPPS;VÁLIDO
SC;Timbé do Sul;988393-184349;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SC;Timbó;988357-185090;17/04/2020;14/10/2020;NÃO;RPPS;VÁLIDO
SC;Timbó Grande;989971-185049;14/04/2020;11/10/2020;NÃO;RPPS;VÁLIDO
SC;Três Barras;988359-184504;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SC;Treviso;980948-186418;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SC;Treze de Maio;988361-185709;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
SC;Treze Tílias;988363-185804;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
SC;Trombudo Central;988365-187838;31/07/2020;27/01/2021;NÃO;RGPS;VÁLIDO
SC;Tubarão;988367-186725;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
SC;Tunápolis;989991-187199;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
SC;Turvo;988369-187496;16/07/2020;12/01/2021;NÃO;RGPS;VÁLIDO
SC;União do Oeste;989973-183914;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
SC;Urubici;988371-187326;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SC;Urupema;989975-188058;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SC;Urussanga;988373-188556;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
SC;Vargeão;988375-184812;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SC;Vargem;985563-184966;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SC;Vargem Bonita;985565-187195;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
SC;Vidal Ramos;988377-187677;24/07/2020;20/01/2021;NÃO;RGPS;VÁLIDO
SC;Videira;988379-186760;17/06/2020;14/12/2020;NÃO;RPPS;VÁLIDO
SC;Vitor Meireles;989977-185756;15/05/2020;11/11/2020;NÃO;RGPS;VÁLIDO
SC;Witmarsum;988381-183849;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
SC;Xanxerê;988383-186556;12/06/2020;09/12/2020;NÃO;RGPS;VÁLIDO
SC;Xavantina;988385-185080;16/04/2020;13/10/2020;NÃO;RGPS;VÁLIDO
SC;Xaxim;988387-184188;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
SC;Zortéa;980950-187796;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SE;Amparo do São Francisco;983101-185201;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SE;Aquidabã;983103-188178;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SE;Aracaju;983105-183176;16/02/2020;14/08/2020;SIM;RPPS;VENCIDO
SE;Arauá;983107-188114;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Areia Branca;983109-183624;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SE;Barra dos Coqueiros;983111-187345;07/07/2020;03/01/2021;SIM;RPPS em extincao;VÁLIDO
SE;Boquim;983115-185705;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
SE;Brejo Grande;983113-184337;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Campo do Brito;983119-184642;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Canhoba;983121-184778;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SE;Canindé de São Francisco;983123-184456;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Capela;983125-184530;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Carira;983127-185278;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SE;Carmópolis;983129-187865;03/08/2020;30/01/2021;NÃO;RGPS;VÁLIDO
SE;Cedro de São João;983131-183901;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
SE;Cristinápolis;983133-188068;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Cumbe;983137-188191;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SE;Divina Pastora;983139-186797;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SE;Estância;983141-187739;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SE;Feira Nova;983143-187948;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Frei Paulo;983145-186652;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
SE;Gararu;983149-188043;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;General Maynard;983147-185189;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SE;Governo do Estado de Sergipe;948001-185436;29/04/2020;26/10/2020;SIM;RPPS;VÁLIDO
SE;Gracho Cardoso;983151-183887;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
SE;Ilha das Flores;983153-188090;07/08/2020;03/02/2021;SIM;RPPS;VÁLIDO
SE;Indiaroba;983155-183984;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
SE;Itabaiana;983157-184394;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Itabaianinha;983159-187777;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SE;Itabi;983161-184503;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Itaporanga d'Ajuda;983163-188454;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SE;Japaratuba;983165-187534;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SE;Japoatã;983167-187417;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
SE;Lagarto;983169-187009;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SE;Laranjeiras;983171-188562;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
SE;Macambira;983173-185548;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SE;Malhada dos Bois;983175-188179;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SE;Malhador;983177-184192;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
SE;Maruim;983179-188062;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Moita Bonita;983181-188061;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Monte Alegre de Sergipe;983183-186198;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SE;Muribeca;983185-187804;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SE;Neópolis;983187-184520;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Nossa Senhora Aparecida;983135-183651;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SE;Nossa Senhora da Glória;983189-187366;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SE;Nossa Senhora das Dores;983191-187320;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SE;Nossa Senhora de Lourdes;983193-184557;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Nossa Senhora do Socorro;983195-188027;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Pacatuba;983197-187937;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Pedra Mole;983199-188028;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Pedrinhas;983201-187576;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SE;Pinhão;983203-185203;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SE;Pirambu;983205-184401;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Poço Redondo;983207-185252;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SE;Poço Verde;983209-184760;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Porto da Folha;983211-114691;05/07/2013;01/01/2014;NÃO;RGPS;VENCIDO
SE;Propriá;983213-187542;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SE;Riachão do Dantas;983215-187318;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SE;Riachuelo;983217-183656;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SE;Ribeirópolis;983219-184802;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SE;Rosário do Catete;983221-184552;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Salgado;983223-187002;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SE;Santa Luzia do Itanhy;983225-185915;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
SE;Santa Rosa de Lima;983229-183737;08/03/2020;04/09/2020;NÃO;RGPS;VENCIDO
SE;Santana do São Francisco;982647-108650;11/10/2012;09/04/2013;NÃO;RGPS;VENCIDO
SE;Santo Amaro das Brotas;983231-188188;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SE;São Cristóvão;983233-187682;24/07/2020;20/01/2021;NÃO;RGPS;VÁLIDO
SE;São Domingos;983235-185563;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SE;São Francisco;983237-187595;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SE;São Miguel do Aleixo;983239-188180;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SE;Simão Dias;983241-184411;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SE;Siriri;983243-184950;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SE;Telha;983245-185543;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SE;Tobias Barreto;983247-187941;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SE;Tomar do Geru;983249-186729;15/06/2020;12/12/2020;SIM;RPPS;VÁLIDO
SE;Umbaúba;983251-184685;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Adamantina;986101-188011;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Adolfo;986103-184535;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Aguaí;986105-188422;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SP;Águas da Prata;986107-132329;26/05/2015;22/11/2015;NÃO;RPPS;VENCIDO
SP;Águas de Lindóia;986109-187362;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Águas de Santa Bárbara;987019-184219;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
SP;Águas de São Pedro;986111-183791;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
SP;Agudos;986113-185561;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SP;Alambari;982995-184749;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Alfredo Marcondes;986115-186464;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Altair;986117-187940;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Altinópolis;986119-184090;24/03/2020;20/09/2020;SIM;RPPS;VÁLIDO
SP;Alto Alegre;986121-187566;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Alumínio;983065-185570;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SP;Álvares Florence;986123-188389;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SP;Álvares Machado;986125-184657;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Álvaro de Carvalho;986127-92811;18/01/2011;17/07/2011;NÃO;RPPS;VENCIDO
SP;Alvinlândia;986129-184959;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Americana;986131-97321;13/07/2011;09/01/2012;NÃO;RPPS;VENCIDO
SP;Américo Brasiliense;986133-188032;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Américo de Campos;986135-183843;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
SP;Amparo;986137-187765;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SP;Analândia (antigo Anápolis);986139-184542;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Andradina;986141-184416;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Angatuba;986143-183844;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
SP;Anhembi;986145-183683;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Anhumas;986147-185468;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Aparecida;986149-184513;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Aparecida d'Oeste;986151-187253;06/07/2020;02/01/2021;NÃO;RPPS;VÁLIDO
SP;Apiaí;986153-186409;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Araçariguama;983067-156761;12/07/2017;08/01/2018;SIM;RPPS;VENCIDO
SP;Araçatuba;986155-184001;17/03/2020;13/09/2020;NÃO;RGPS;VENCIDO
SP;Araçoiaba da Serra;986157-184483;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Aramina;986159-183738;08/03/2020;04/09/2020;NÃO;RGPS;VENCIDO
SP;Arandu;986161-188362;19/08/2020;15/02/2021;NÃO;RPPS;VÁLIDO
SP;Arapeí;982991-184764;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Araraquara;986163-187912;05/08/2020;01/02/2021;NÃO;RGPS;VÁLIDO
SP;Araras;986165-185668;09/05/2020;05/11/2020;NÃO;RPPS;VÁLIDO
SP;Arco-Íris;980790-184564;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Arealva;986167-185270;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Areias;986169-187541;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Areiópolis;986171-185208;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Ariranha;986173-185741;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
SP;Artur Nogueira;986175-184878;06/04/2020;03/10/2020;SIM;RPPS;VÁLIDO
SP;Arujá;986177-186282;30/05/2020;26/11/2020;NÃO;RGPS;VÁLIDO
SP;Aspásia;982981-182282;11/01/2020;09/07/2020;NÃO;RPPS;VENCIDO
SP;Assis;986179-185488;01/05/2020;28/10/2020;SIM;RPPS;VÁLIDO
SP;Atibaia;986181-186827;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Auriflama;986183-183786;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
SP;Avaí;986185-185251;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Avanhandava;986187-184652;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Avaré;986189-133861;24/07/2015;20/01/2016;NÃO;RPPS;VENCIDO
SP;Bady Bassitt;986191-135530;30/09/2015;28/03/2016;NÃO;RPPS;VENCIDO
SP;Balbinos;986193-188680;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
SP;Bálsamo;986195-188407;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SP;Bananal;986197-184952;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Barão de Antonina;986201-186586;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
SP;Barbosa;986199-186206;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Bariri;986203-187507;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Barra Bonita;986205-186389;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Barra do Chapéu;982997-185450;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
SP;Barra do Turvo;986207-184375;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Barretos;986209-138790;25/01/2016;23/07/2016;NÃO;RPPS;VENCIDO
SP;Barrinha;986211-188378;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
SP;Barueri;986213-186564;12/06/2020;09/12/2020;NÃO;RPPS;VÁLIDO
SP;Bastos;986215-188263;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Batatais;986217-185585;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
SP;Bauru;986219-188354;19/08/2020;15/02/2021;NÃO;RPPS;VÁLIDO
SP;Bebedouro;986221-185665;08/05/2020;04/11/2020;SIM;RPPS;VÁLIDO
SP;Bento de Abreu;986223-184449;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Bernardino de Campos;986225-187400;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
SP;Bertioga;982965-185164;19/04/2020;16/10/2020;NÃO;RPPS;VÁLIDO
SP;Bilac;986227-184901;10/04/2020;07/10/2020;NÃO;RPPS;VÁLIDO
SP;Birigui;986229-188142;12/08/2020;08/02/2021;NÃO;RPPS;VÁLIDO
SP;Biritiba-Mirim;986231-187742;29/07/2020;25/01/2021;NÃO;RPPS;VÁLIDO
SP;Boa Esperança do Sul;986233-184670;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Bocaina;986235-184327;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Bofete;986237-185206;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Boituva;986239-185375;28/04/2020;25/10/2020;NÃO;RGPS;VÁLIDO
SP;Bom Jesus dos Perdões;986241-184014;19/03/2020;15/09/2020;NÃO;RPPS;VENCIDO
SP;Bom Sucesso de Itararé;983059-185280;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Borá;986243-184651;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Boracéia;986245-187515;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Borborema;986247-184210;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
SP;Borebi;987247-185188;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Botucatu;986249-187074;28/06/2020;25/12/2020;NÃO;RPPS;VÁLIDO
SP;Bragança Paulista;986251-186368;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Braúna;986255-186788;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Brejo Alegre;980792-188024;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Brodowski;986257-139671;08/03/2016;04/09/2016;NÃO;RPPS;VENCIDO
SP;Brotas;986259-186176;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Buri;986261-21152;18/02/2004;18/04/2004;NÃO;RPPS;VENCIDO
SP;Buritama;986263-184036;21/03/2020;17/09/2020;NÃO;RPPS;VÁLIDO
SP;Buritizal;986265-188095;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Cabrália Paulista;986267-188192;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Cabreúva;986269-186151;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Caçapava;986271-187011;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
SP;Cachoeira Paulista;986273-184587;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Caconde;986275-184549;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Cafelândia;986277-184317;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Caiabu;986279-184816;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
SP;Caieiras;986281-186867;22/06/2020;19/12/2020;SIM;RPPS;VÁLIDO
SP;Caiuá;986283-188249;15/08/2020;11/02/2021;SIM;RPPS;VÁLIDO
SP;Cajamar;986285-188718;31/08/2020;27/02/2021;NÃO;RPPS;VÁLIDO
SP;Cajati;982967-185184;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
SP;Cajobi;986287-183708;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Cajuru;986289-186749;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
SP;Campina do Monte Alegre;982999-185891;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
SP;Campinas;986291-187718;28/07/2020;24/01/2021;NÃO;RPPS;VÁLIDO
SP;Campo Limpo Paulista;986293-188291;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Campos do Jordão;986295-183774;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
SP;Cananéia;986299-187528;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
SP;Canas;980794-187186;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
SP;Cândido Mota;986301-183453;28/02/2020;26/08/2020;NÃO;RPPS;VENCIDO
SP;Cândido Rodrigues;986303-170143;06/11/2018;05/05/2019;NÃO;RPPS;VENCIDO
SP;Canitar;982947-188076;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Capão Bonito;986305-186130;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
SP;Capela do Alto;986307-187274;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
SP;Capivari;986309-185205;22/04/2020;19/10/2020;SIM;RPPS;VÁLIDO
SP;Caraguatatuba;986311-185673;11/05/2020;07/11/2020;NÃO;RPPS;VÁLIDO
SP;Carapicuíba;986313-184970;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
SP;Cardoso;986315-187501;16/07/2020;12/01/2021;NÃO;RPPS;VÁLIDO
SP;Casa Branca;986317-183680;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Cássia dos Coqueiros;986319-183638;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
SP;Castilho;986321-186842;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
SP;Catanduva;986323-184907;10/04/2020;07/10/2020;SIM;RPPS;VÁLIDO
SP;Catiguá;986325-187971;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
SP;Cedral;986327-183697;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
SP;Cerqueira César;986329-187623;20/07/2020;16/01/2021;NÃO;RPPS;VÁLIDO
SP;Cerquilho;986331-183933;15/03/2020;11/09/2020;NÃO;RPPS;VENCIDO
SP;Cesário Lange;986333-185958;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
SP;Charqueada;986335-186402;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
SP;Chavantes;986337-188548;27/08/2020;23/02/2021;NÃO;RGPS;VÁLIDO
SP;Clementina;986339-187764;29/07/2020;25/01/2021;NÃO;RGPS;VÁLIDO
SP;Colina;986341-184364;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
SP;Colômbia;986343-188267;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
SP;Conchal;986345-172394;02/02/2019;01/08/2019;NÃO;RPPS;VENCIDO
SP;Conchas;986347-187095;01/07/2020;28/12/2020;NÃO;RGPS;VÁLIDO
